yearID	weekIndex	rank	appID	uniqueInstall	UU	useRate	totalDuration	avgDuration	dayCounts	genreID
Y1	14	18	N0159	800365	636639	79.54	131459587	206.49	5.96	G04
Y1	14	19	N0018	784006	631458	80.54	39743967	62.94	3.33	G07
Y1	14	20	N0099	688376	573271	83.28	21107838	36.82	3.26	G04
Y1	14	21	N0248	718479	561902	78.21	28971667	51.56	3.71	G05
Y1	14	22	N0102	599763	474942	79.19	22540747	47.46	3.59	G06
Y1	14	23	N0019	815012	418493	51.35	13952557	33.34	2.23	G05
Y1	14	24	N0213	745044	410622	55.11	39473093	96.13	2.66	G02
Y1	14	25	N0126	1083261	408161	37.68	3963243	9.71	1.47	G05
Y1	14	26	N0178	860295	406982	47.31	11753640	28.88	2.7	G03
Y1	14	27	N0227	678578	401444	59.16	28494495	70.98	2.62	G06
Y1	14	28	N0021	464313	379522	81.74	108357326	285.51	6.04	G04
Y1	14	29	N0016	460763	368771	80.03	18560244	50.33	3.1	G03
Y1	14	30	N0017	505579	357319	70.68	184462361	516.24	5.12	G04
Y1	14	31	N0004	1739210	350322	20.14	6579047	18.78	1.9	G03
Y1	14	32	N0034	415640	323863	77.92	64212317	198.27	3.74	G09
Y1	14	33	N0013	695866	299302	43.01	13947473	46.6	2.68	G05
Y1	14	34	N0014	387675	297889	76.84	25326523	85.02	4.38	G03
Y1	14	35	N0032	397242	274053	68.99	35218551	128.51	3.12	G06
Y1	14	36	N0276	280752	260267	92.7	7875679	30.26	1.67	G03
Y1	14	37	N0223	532049	256798	48.27	9414215	36.66	1.87	G05
Y1	14	38	N0010	1284320	253978	19.78	1935312	7.62	1.53	G03
Y1	14	39	N0216	466524	253481	54.33	4859231	19.17	2.11	G05
Y1	14	40	N0035	384296	245214	63.81	9168551	37.39	1.99	G04
Y1	14	41	N0262	303218	226591	74.73	9353676	41.28	2.39	G02
Y1	14	42	N0101	735542	225847	30.7	5919450	26.21	1.66	G05
Y1	14	43	N0249	360482	223676	62.05	3493819	15.62	1.51	G03
Y1	14	44	N0037	427302	209601	49.05	22370715	106.73	4.09	G03
Y1	14	45	N0150	283144	200846	70.93	48289404	240.43	4.08	G06
Y1	14	46	N0163	266503	199184	74.74	28228356	141.72	1.95	G04
Y1	14	47	N0008	503732	188076	37.34	19283432	102.53	2.35	G05
Y1	14	48	N0157	212492	183923	86.56	74466744	404.88	3.76	G05
Y1	14	49	N0202	375432	177820	47.36	3430148	19.29	1.72	G05
Y1	14	50	N0038	428573	177252	41.36	26132262	147.43	4.44	G02
Y1	14	51	N0226	332505	174812	52.57	88926864	508.7	5.23	G06
Y1	14	52	N0047	432200	174394	40.35	1004509	5.76	1.78	G05
Y1	14	53	N0103	271296	165083	60.85	33709949	204.2	5	G04
Y1	14	54	N0046	306105	157917	51.59	2706697	17.14	1.54	G01
Y1	14	55	N0277	164573	155269	94.35	3743536	24.11	1.33	G05
Y1	14	56	N0022	480150	148664	30.96	4177458	28.1	2.01	G05
Y1	14	57	N0025	209628	146436	69.86	5626071	38.42	2.75	G03
Y1	14	58	N0235	301585	145389	48.21	3860078	26.55	1.43	G07
Y1	14	59	N0237	151423	145075	95.81	1925145	13.27	1.05	G10
Y1	14	60	N0056	389438	137823	35.39	2134878	15.49	1.69	G05
Y1	14	61	N0154	149095	136365	91.46	1881837	13.8	1.7	G04
Y1	14	62	N0054	206786	134315	64.95	1570142	11.69	4.85	G07
Y1	14	63	N0272	137187	131467	95.83	2050885	15.6	2.78	G07
Y1	14	64	N0139	152135	127112	83.55	15491139	121.87	3.24	G06
Y1	14	65	N0161	178034	126333	70.96	14083603	111.48	4.91	G04
Y1	14	66	N0049	167361	124099	74.15	340031	2.74	1.55	G04
Y1	14	67	N0088	202509	123730	61.1	35279135	285.13	4.18	G06
Y1	14	68	N0266	173097	122174	70.58	10097681	82.65	2.1	G10
Y1	14	69	N0052	136017	117366	86.29	32709904	278.7	4.83	G04
Y1	14	70	N0077	181160	115161	63.57	41843749	363.35	5.11	G04
Y1	14	71	N0278	122142	114415	93.67	1171610	10.24	3.09	G07
Y1	14	72	N0217	176841	114159	64.55	24767937	216.96	3.45	G09
Y1	14	73	N0043	360339	114069	31.66	7537680	66.08	2.2	G03
Y1	14	74	N0228	159438	111207	69.75	14556996	130.9	2.92	G05
Y1	14	75	N0279	239920	110484	46.05	1337961	12.11	1.07	G03
Y1	14	76	N0231	258848	110421	42.66	1140649	10.33	1.36	G09
Y1	14	77	N0280	164220	109958	66.96	5241698	47.67	1.35	G10
Y1	14	78	N0104	258831	109893	42.46	17979594	163.61	4.29	G03
Y1	14	79	N0189	203388	109844	54.01	319646	2.91	1.94	G07
Y1	14	80	N0267	157823	108345	68.65	1561251	14.41	1.31	G01
Y1	14	81	N0268	161072	104494	64.87	1122266	10.74	1.56	G06
Y1	14	82	N0263	188420	102423	54.36	10488115	102.4	1.66	G10
Y1	14	83	N0281	123911	101207	81.68	742859	7.34	1.04	G10
Y1	14	84	N0253	158360	101080	63.83	27258244	269.67	3.73	G07
Y1	14	85	N0258	174086	98074	56.34	3238403	33.02	1.96	G02
Y1	14	86	N0064	548926	95623	17.42	1784325	18.66	1.66	G05
Y1	14	87	N0282	95421	95421	100	86833	0.91	1.02	G07
Y1	14	88	N0162	100239	94954	94.73	26236740	276.31	4.1	G09
Y1	14	89	N0085	435549	94887	21.79	200212	2.11	2.7	G07
Y1	14	90	N0012	92182	92182	100	5181550	56.21	2.19	G04
Y1	14	91	N0072	256449	91010	35.49	5834651	64.11	2.65	G09
Y1	14	92	N0283	106834	90691	84.89	263004	2.9	1.05	G04
Y1	14	93	N0113	143077	90490	63.25	7747754	85.62	2.89	G04
Y1	14	94	N0244	106957	89840	84	450098	5.01	1.39	G05
Y1	14	95	N0270	117124	89408	76.34	3376046	37.76	2.43	G04
Y1	14	96	N0045	157073	89322	56.87	267073	2.99	1.57	G05
Y1	14	97	N0219	202359	89100	44.03	8304120	93.2	3.3	G01
Y1	14	98	N0284	221031	89090	40.31	1898508	21.31	1.96	G03
Y1	14	99	N0059	297724	87944	29.54	8977324	102.08	2.51	G03
Y1	14	100	N0271	139046	85532	61.51	1488257	17.4	1.26	G07
Y1	15	1	N0003	5803952	3606688	62.14	462665937	128.28	4.1	G03
Y1	15	2	N0001	4281320	2849477	66.56	217215632	76.23	3.65	G01
Y1	15	3	N0141	4056436	2629288	64.82	339914353	129.28	4.19	G05
Y1	15	4	N0261	2749339	2439248	88.72	438528005	179.78	3.97	G05
Y1	15	5	N0002	4776514	2121848	44.42	88565936	41.74	3.4	G02
Y1	15	6	N0188	2764527	1863165	67.4	128483858	68.96	3.73	G03
Y1	15	7	N0177	2046494	1356247	66.27	127772030	94.21	3.83	G03
Y1	15	8	N0006	1666193	1308722	78.55	579083311	442.48	5.77	G04
Y1	15	9	N0005	2000748	1224167	61.19	48011830	39.22	2.75	G03
Y1	15	10	N0274	1239401	1116175	90.06	156699808	140.39	3.27	G06
Y1	15	11	N0247	1178736	820926	69.64	115438614	140.62	3.3	G05
Y1	15	12	N0011	879314	717378	81.58	133561436	186.18	5.09	G04
Y1	15	13	N0012	1336620	689849	51.61	67984619	98.55	3.06	G04
Y1	15	14	N0285	734776	661119	89.98	20825249	31.5	1.66	G01
Y1	15	15	N0214	850651	644808	75.8	278963285	432.63	5.17	G04
Y1	15	16	N0159	717154	624469	87.08	118624131	189.96	5.49	G04
Y1	15	17	N0018	743656	573358	77.1	26569410	46.34	3.07	G07
Y1	15	18	N0099	665013	528426	79.46	15651978	29.62	3.4	G04
Y1	15	19	N0028	954207	520714	54.57	37840286	72.67	2.59	G05
Y1	15	20	N0286	679304	515020	75.82	10377653	20.15	1.6	G02
Y1	15	21	N0248	694726	511495	73.63	23288367	45.53	2.81	G05
Y1	15	22	N0004	1588699	447631	28.18	4073442	9.1	1.68	G03
Y1	15	23	N0019	783966	400305	51.06	7185475	17.95	2.12	G05
Y1	15	24	N0126	1059696	395525	37.32	4295402	10.86	1.53	G05
Y1	15	25	N0021	460897	372979	80.92	107309788	287.71	5.8	G04
Y1	15	26	N0017	465318	341888	73.47	256255313	749.53	5.79	G04
Y1	15	27	N0034	412483	324293	78.62	52460879	161.77	3.63	G09
Y1	15	28	N0213	669199	323849	48.39	24492700	75.63	2.95	G02
Y1	15	29	N0013	612704	320134	52.25	8509162	26.58	2.06	G05
Y1	15	30	N0227	590520	303637	51.42	17680783	58.23	2.49	G06
Y1	15	31	N0101	732368	302122	41.25	5707085	18.89	1.6	G05
Y1	15	32	N0102	544557	296929	54.53	9771933	32.91	2.9	G06
Y1	15	33	N0277	301621	284569	94.35	17964841	63.13	2.38	G05
Y1	15	34	N0016	458690	283254	61.75	18816563	66.43	3.25	G03
Y1	15	35	N0275	304795	265032	86.95	1041576	3.93	1.02	G04
Y1	15	36	N0014	368890	259220	70.27	17388478	67.08	4.05	G03
Y1	15	37	N0223	502711	245084	48.75	10678310	43.57	1.66	G05
Y1	15	38	N0287	255258	243232	95.29	11402716	46.88	1.42	G02
Y1	15	39	N0288	232066	224875	96.9	2311715	10.28	1.05	G02
Y1	15	40	N0035	355928	224299	63.02	13348033	59.51	2.09	G04
Y1	15	41	N0157	242064	224045	92.56	74934091	334.46	2.97	G05
Y1	15	42	N0276	282784	221646	78.38	7604674	34.31	2.4	G03
Y1	15	43	N0037	411008	215464	52.42	17153089	79.61	4.32	G03
Y1	15	44	N0043	385935	208158	53.94	10892908	52.33	2.01	G03
Y1	15	45	N0226	326779	204775	62.66	84211671	411.24	4.31	G06
Y1	15	46	N0265	231736	199485	86.08	13138082	65.86	1.97	G10
Y1	15	47	N0217	224701	192929	85.86	14363564	74.45	2.38	G09
Y1	15	48	N0178	699509	192254	27.48	2070576	10.77	1.88	G03
Y1	15	49	N0010	1138267	191001	16.78	1174656	6.15	1.45	G03
Y1	15	50	N0032	266413	187361	70.33	33666898	179.69	4.26	G06
Y1	15	51	N0103	273003	174049	63.75	29466496	169.3	5.06	G04
Y1	15	52	N0262	277404	170699	61.53	6174183	36.17	1.75	G02
Y1	15	53	N0054	210005	169863	80.89	3526356	20.76	4.32	G07
Y1	15	54	N0113	214574	165640	77.2	3566229	21.53	1.89	G04
Y1	15	55	N0070	203673	163529	80.29	4676929	28.6	2.72	G05
Y1	15	56	N0025	257949	160784	62.33	6063165	37.71	2.61	G03
Y1	15	57	N0200	260881	160395	61.48	12887738	80.35	2.37	G03
Y1	15	58	N0052	170196	160393	94.24	34484495	215	3.76	G04
Y1	15	59	N0289	160364	160364	100	2626762	16.38	1.16	G02
Y1	15	60	N0290	160153	160153	100	2578463	16.1	1.37	G04
Y1	15	61	N0150	269481	157592	58.48	27674731	175.61	3.89	G06
Y1	15	62	N0077	212350	157146	74	37202744	236.74	3.98	G04
Y1	15	63	N0278	166341	155162	93.28	1587307	10.23	4.15	G07
Y1	15	64	N0249	188693	153068	81.12	3257287	21.28	1.51	G03
Y1	15	65	N0030	596147	145569	24.42	2652267	18.22	1.71	G08
Y1	15	66	N0202	357172	144517	40.46	3004508	20.79	1.92	G05
Y1	15	67	N0008	410352	144116	35.12	20298739	140.85	2.37	G05
Y1	15	68	N0216	422209	142018	33.64	2953974	20.8	2.55	G05
Y1	15	69	N0235	257029	139002	54.08	3889276	27.98	2.65	G07
Y1	15	70	N0267	182602	137211	75.14	3084503	22.48	1.41	G01
Y1	15	71	N0015	508718	135945	26.72	1442376	10.61	1.74	G03
Y1	15	72	N0033	355179	135695	38.2	1785746	13.16	1.24	G03
Y1	15	73	N0148	380495	134158	35.26	719087	5.36	1.01	G05
Y1	15	74	N0291	277093	131704	47.53	1082607	8.22	1.04	G07
Y1	15	75	N0161	209902	131233	62.52	26070748	198.66	5.42	G04
Y1	15	76	N0038	421950	131208	31.1	14419759	109.9	4.02	G02
Y1	15	77	N0040	184255	128677	69.84	39187294	304.54	3.46	G04
Y1	15	78	N0272	153386	128044	83.48	1751642	13.68	2.14	G07
Y1	15	79	N0189	196383	123223	62.75	126920	1.03	1	G07
Y1	15	80	N0085	428876	121072	28.23	156183	1.29	2.11	G07
Y1	15	81	N0022	448856	121054	26.97	6471547	53.46	1.81	G05
Y1	15	82	N0179	230227	120760	52.45	3787034	31.36	1.33	G04
Y1	15	83	N0292	120704	119152	98.71	24877746	208.79	1.72	G02
Y1	15	84	N0293	158747	119022	74.98	2883903	24.23	1.84	G03
Y1	15	85	N0064	536930	117102	21.81	2551653	21.79	1.56	G05
Y1	15	86	N0263	159165	116397	73.13	10827249	93.02	1.37	G10
Y1	15	87	N0294	119644	114500	95.7	429375	3.75	1	G04
Y1	15	88	N0088	202953	108594	53.51	33383967	307.42	4.85	G06
Y1	15	89	N0050	330086	106363	32.22	510542	4.8	1.31	G07
Y1	15	90	N0046	278305	105795	38.01	1988946	18.8	2.37	G01
Y1	15	91	N0295	134915	105065	77.88	375082	3.57	1.06	G10
Y1	15	92	N0296	155354	104276	67.12	4876989	46.77	1.12	G05
Y1	15	93	N0073	1221907	99718	8.16	37893	0.38	1	G07
Y1	15	94	N0049	142286	93302	65.57	867709	9.3	1.56	G04
Y1	15	95	N0297	124734	91399	73.28	7947143	86.95	2.86	G09
Y1	15	96	N0143	194405	90070	46.33	1578927	17.53	2.8	G05
Y1	15	97	N0205	89357	89357	100	2851382	31.91	1.12	G10
Y1	15	98	N0139	132369	89127	67.33	14057110	157.72	4.65	G06
Y1	15	99	N0298	141338	88884	62.89	720849	8.11	1.3	G04
Y1	15	100	N0299	94974	87578	92.21	2151791	24.57	1.49	G05
Y1	16	1	N0003	5614460	3162772	56.33	418656130	132.37	4.32	G03
Y1	16	2	N0141	4100021	2932243	71.52	407259230	138.89	4.18	G05
Y1	16	3	N0261	3175047	2721060	85.7	423315304	155.57	4.13	G05
Y1	16	4	N0001	4275029	2651887	62.03	183271911	69.11	3.6	G01
Y1	16	5	N0002	4729432	2054600	43.44	73410858	35.73	3.36	G02
Y1	16	6	N0188	2709429	1670335	61.65	154956978	92.77	4.09	G03
Y1	16	7	N0177	2215322	1562253	70.52	152241555	97.45	3.8	G03
Y1	16	8	N0274	1590604	1327206	83.44	169192221	127.48	3.06	G06
Y1	16	9	N0006	1733806	1288860	74.34	558914139	433.65	5.83	G04
Y1	16	10	N0005	2073851	1206831	58.19	43120072	35.73	2.64	G03
Y1	16	11	N0286	1003318	867398	86.45	17668897	20.37	2.01	G02
Y1	16	12	N0011	943419	832487	88.24	132124012	158.71	4.7	G04
Y1	16	13	N0247	1110017	699350	63	100035024	143.04	3.3	G05
Y1	16	14	N0012	1435464	682304	47.53	73102051	107.14	2.92	G04
Y1	16	15	N0285	835955	664781	79.52	38530707	57.96	2.27	G01
Y1	16	16	N0159	743882	645752	86.81	131229721	203.22	5.37	G04
Y1	16	17	N0214	803047	611658	76.17	317609533	519.26	5.72	G04
Y1	16	18	N0018	805646	580283	72.03	23692955	40.83	3.18	G07
Y1	16	19	N0099	620700	525532	84.67	14841024	28.24	2.95	G04
Y1	16	20	N0102	619699	484337	78.16	13881098	28.66	2.81	G06
Y1	16	21	N0016	549518	484098	88.09	20293388	41.92	2.88	G03
Y1	16	22	N0248	613860	439716	71.63	33044657	75.15	3.09	G05
Y1	16	23	N0017	490769	390083	79.48	259217955	664.52	5.42	G04
Y1	16	24	N0021	458304	365263	79.7	114813119	314.33	6.15	G04
Y1	16	25	N0287	408474	346583	84.85	27480566	79.29	1.99	G02
Y1	16	26	N0055	371116	339924	91.6	77978566	229.4	2.82	G04
Y1	16	27	N0019	836449	323278	38.65	7154142	22.13	1.81	G05
Y1	16	28	N0028	740003	321233	43.41	38040412	118.42	3.51	G05
Y1	16	29	N0126	1052726	312717	29.71	10116395	32.35	2.05	G05
Y1	16	30	N0227	582270	296609	50.94	15806294	53.29	2.27	G06
Y1	16	31	N0013	604790	271866	44.95	6383414	23.48	2.08	G05
Y1	16	32	N0004	1476550	271300	18.37	4186159	15.43	1.72	G03
Y1	16	33	N0150	330858	265879	80.36	27172834	102.2	2.85	G06
Y1	16	34	N0213	570064	256693	45.03	19929645	77.64	3.05	G02
Y1	16	35	N0277	301552	252820	83.84	8674254	34.31	2.09	G05
Y1	16	36	N0034	411822	240698	58.45	57230763	237.77	4.6	G09
Y1	16	37	N0157	279303	224116	80.24	73225421	326.73	2.89	G05
Y1	16	38	N0223	557068	223405	40.1	17751761	79.46	2.79	G05
Y1	16	39	N0035	438469	219732	50.11	10250498	46.65	2.61	G04
Y1	16	40	N0300	452926	216129	47.72	2546000	11.78	1.07	G05
Y1	16	41	N0101	689412	211857	30.73	1830444	8.64	1.38	G05
Y1	16	42	N0037	384507	210977	54.87	18654586	88.42	4.75	G03
Y1	16	43	N0032	280403	209168	74.6	53544916	255.99	4.68	G06
Y1	16	44	N0025	252680	204768	81.04	7918379	38.67	3.33	G03
Y1	16	45	N0226	329656	198129	60.1	82380057	415.79	4.21	G06
Y1	16	46	N0263	302721	193991	64.08	26697041	137.62	1.71	G10
Y1	16	47	N0047	426979	192773	45.15	3117139	16.17	1.33	G05
Y1	16	48	N0301	247844	192026	77.48	2744052	14.29	1.14	G04
Y1	16	49	N0278	201822	191545	94.91	2288963	11.95	3.98	G07
Y1	16	50	N0275	198839	183388	92.23	603347	3.29	1.26	G04
Y1	16	51	N0103	284328	178444	62.76	24609212	137.91	4.53	G04
Y1	16	52	N0178	624623	177378	28.4	1300181	7.33	1.63	G03
Y1	16	53	N0008	462083	174714	37.81	21498558	123.05	2.42	G05
Y1	16	54	N0054	221874	173454	78.18	2058899	11.87	4.46	G07
Y1	16	55	N0163	214639	173118	80.66	51841916	299.46	3.15	G04
Y1	16	56	N0070	206260	171515	83.15	5958431	34.74	2.8	G05
Y1	16	57	N0289	181918	168722	92.75	3200656	18.97	1.66	G02
Y1	16	58	N0161	215515	162949	75.61	28224396	173.21	4.17	G04
Y1	16	59	N0212	162280	162280	100	50307	0.31	1	G04
Y1	16	60	N0216	389478	160840	41.3	2341830	14.56	1.8	G05
Y1	16	61	N0276	216914	156580	72.19	8845204	56.49	2.27	G03
Y1	16	62	N0265	180490	155244	86.01	18706902	120.5	1.99	G10
Y1	16	63	N0010	972706	152474	15.68	1861708	12.21	1.97	G03
Y1	16	64	N0302	228945	152051	66.41	2819026	18.54	1.34	G04
Y1	16	65	N0202	365481	149631	40.94	5834113	38.99	1.77	G05
Y1	16	66	N0303	159389	148427	93.12	2293197	15.45	2.61	G05
Y1	16	67	N0014	341485	142358	41.69	9355768	65.72	3.39	G03
Y1	16	68	N0040	167177	139465	83.42	35690488	255.91	3.58	G04
Y1	16	69	N0293	184375	130410	70.73	1859647	14.26	1.6	G03
Y1	16	70	N0235	207679	130384	62.78	1754969	13.46	2.22	G07
Y1	16	71	N0304	160644	129361	80.53	6228732	48.15	1.84	G10
Y1	16	72	N0262	293719	128969	43.91	3015295	23.38	1.93	G02
Y1	16	73	N0200	273663	128504	46.96	8400306	65.37	3.61	G03
Y1	16	74	N0305	143227	128312	89.59	3474689	27.08	1.72	G04
Y1	16	75	N0038	382480	127292	33.28	37157808	291.91	4.21	G02
Y1	16	76	N0077	145238	125219	86.22	27217602	217.36	4.22	G04
Y1	16	77	N0306	123968	123968	100	13414577	108.21	2.73	G10
Y1	16	78	N0059	324436	123335	38.02	18996057	154.02	2.91	G03
Y1	16	79	N0307	123251	123251	100	1306461	10.6	1.01	G10
Y1	16	80	N0182	166678	120774	72.46	8393793	69.5	2.06	G06
Y1	16	81	N0104	221503	119424	53.92	7565510	63.35	3.12	G03
Y1	16	82	N0308	207624	117906	56.79	1862915	15.8	1.09	G04
Y1	16	83	N0309	120829	114836	95.04	770550	6.71	1.48	G03
Y1	16	84	N0043	396240	110527	27.89	6980885	63.16	2.41	G03
Y1	16	85	N0189	180547	109566	60.69	61357	0.56	1	G07
Y1	16	86	N0310	146136	106710	73.02	2279326	21.36	1.47	G02
Y1	16	87	N0273	126463	105650	83.54	66916597	633.38	5.61	G04
Y1	16	88	N0036	275509	105531	38.3	2148611	20.36	2.46	G03
Y1	16	89	N0217	143457	104946	73.16	15731405	149.9	3.05	G09
Y1	16	90	N0299	107078	103954	97.08	3573939	34.38	2.3	G05
Y1	16	91	N0139	121729	103243	84.81	8182008	79.25	3.84	G06
Y1	16	92	N0088	248999	101761	40.87	24259822	238.4	4.08	G06
Y1	16	93	N0056	354792	99538	28.06	3470890	34.87	2.87	G05
Y1	16	94	N0113	164182	99505	60.61	9389292	94.36	3.37	G04
Y1	16	95	N0052	137722	98511	71.53	28185967	286.12	5.16	G04
Y1	16	96	N0311	115919	97463	84.08	3029150	31.08	2.15	G04
Y1	16	97	N0249	147954	95864	64.79	513831	5.36	1.16	G03
Y1	16	98	N0297	130226	95002	72.95	8969139	94.41	2.92	G09
Y1	16	99	N0266	201929	94676	46.89	5820680	61.48	1.69	G10
Y1	16	100	N0312	129043	93979	72.83	25284110	269.04	2.36	G10
Y1	17	1	N0003	5414427	3400533	62.81	409798232	120.51	3.96	G03
Y1	17	2	N0261	3352696	2978100	88.83	415147140	139.4	4.08	G05
Y1	17	3	N0141	3849682	2676034	69.51	346733725	129.57	4.31	G05
Y1	17	4	N0001	3989899	2547059	63.84	186240954	73.12	3.5	G01
Y1	17	5	N0002	4548527	1958221	43.05	58002506	29.62	3.14	G02
Y1	17	6	N0188	2590704	1670326	64.47	131955754	79	3.71	G03
Y1	17	7	N0177	2121460	1444805	68.1	173968970	120.41	4.11	G03
Y1	17	8	N0005	2064274	1366622	66.2	59215731	43.33	2.71	G03
Y1	17	9	N0006	1712162	1328351	77.58	461721524	347.59	5.51	G04
Y1	17	10	N0274	1210362	908268	75.04	125958606	138.68	3.56	G06
Y1	17	11	N0159	857572	799991	93.29	190949852	238.69	4.64	G04
Y1	17	12	N0012	1486289	798254	53.71	85173702	106.7	2.82	G04
Y1	17	13	N0011	920185	769569	83.63	134489878	174.76	5.03	G04
Y1	17	14	N0018	863705	716529	82.96	33132301	46.24	3.2	G07
Y1	17	15	N0287	769041	683275	88.85	39828100	58.29	1.98	G02
Y1	17	16	N0214	827388	620555	75	307193342	495.03	5	G04
Y1	17	17	N0014	633561	549355	86.71	46079897	83.88	2.83	G03
Y1	17	18	N0285	1066620	534572	50.12	36644911	68.55	2.95	G01
Y1	17	19	N0099	705248	495248	70.22	21924629	44.27	3	G04
Y1	17	20	N0247	751028	425982	56.72	102146224	239.79	4.22	G05
Y1	17	21	N0102	495100	414768	83.77	9344723	22.53	2.65	G06
Y1	17	22	N0126	1020151	410847	40.27	7185714	17.49	1.75	G05
Y1	17	23	N0016	448356	409427	91.32	21756951	53.14	2.97	G03
Y1	17	24	N0248	534504	394205	73.75	31721676	80.47	3.3	G05
Y1	17	25	N0017	499759	380595	76.16	267805672	703.65	5.81	G04
Y1	17	26	N0021	486162	375047	77.14	103175430	275.1	6.18	G04
Y1	17	27	N0313	566510	373944	66.01	25151473	67.26	1.76	G06
Y1	17	28	N0019	710108	326560	45.99	10639325	32.58	2.02	G05
Y1	17	29	N0028	558530	315208	56.44	30228447	95.9	3.31	G05
Y1	17	30	N0055	404282	312781	77.37	114337095	365.55	3.78	G04
Y1	17	31	N0034	416459	311661	74.84	67674070	217.14	4.2	G09
Y1	17	32	N0286	533438	302875	56.78	8641024	28.53	2.96	G02
Y1	17	33	N0314	306105	277694	90.72	755328	2.72	1.08	G04
Y1	17	34	N0013	565414	272107	48.13	9627146	35.38	2.48	G05
Y1	17	35	N0004	1420640	261001	18.37	3938505	15.09	2.09	G03
Y1	17	36	N0213	494735	252546	51.05	20822418	82.45	3.2	G02
Y1	17	37	N0308	286723	250785	87.47	6565551	26.18	1.3	G04
Y1	17	38	N0035	481970	248747	51.61	7907667	31.79	2.03	G04
Y1	17	39	N0037	389452	246779	63.37	16057910	65.07	3.51	G03
Y1	17	40	N0038	371880	243644	65.52	33442575	137.26	2.87	G02
Y1	17	41	N0054	281434	235648	83.73	2988017	12.68	3.62	G07
Y1	17	42	N0315	283107	224560	79.32	7105078	31.64	2.26	G05
Y1	17	43	N0226	323843	224067	69.19	62832868	280.42	3.79	G06
Y1	17	44	N0278	250707	219173	87.42	2465696	11.25	3.73	G07
Y1	17	45	N0300	291751	214786	73.62	4574942	21.3	1.4	G05
Y1	17	46	N0302	413080	208692	50.52	3034382	14.54	1.42	G04
Y1	17	47	N0202	323503	202427	62.57	9854146	48.68	2.7	G05
Y1	17	48	N0223	519328	200228	38.56	5966794	29.8	1.91	G05
Y1	17	49	N0316	237256	193965	81.75	449999	2.32	1.02	G04
Y1	17	50	N0010	933077	173652	18.61	2927773	16.86	1.88	G03
Y1	17	51	N0150	271690	172265	63.4	22856120	132.68	3.42	G06
Y1	17	52	N0178	552328	172001	31.14	2127652	12.37	1.95	G03
Y1	17	53	N0113	210002	167894	79.95	17682596	105.32	2.43	G04
Y1	17	54	N0062	418992	167693	40.02	6821751	40.68	1.36	G04
Y1	17	55	N0025	218222	163450	74.9	9710565	59.41	3.07	G03
Y1	17	56	N0032	251449	163291	64.94	34150680	209.14	3.9	G06
Y1	17	57	N0070	212410	161959	76.25	2583246	15.95	2.14	G05
Y1	17	58	N0008	453790	159033	35.05	21735040	136.67	2.92	G05
Y1	17	59	N0200	286155	156521	54.7	11822031	75.53	2.13	G03
Y1	17	60	N0157	179857	155652	86.54	69872183	448.9	4.03	G05
Y1	17	61	N0317	171734	153649	89.47	1207681	7.86	1.18	G05
Y1	17	62	N0227	503921	151711	30.11	10612184	69.95	2.68	G06
Y1	17	63	N0022	442916	151246	34.15	4534355	29.98	1.3	G05
Y1	17	64	N0277	239414	150509	62.87	4501724	29.91	2.53	G05
Y1	17	65	N0046	249323	143236	57.45	3691192	25.77	1.88	G01
Y1	17	66	N0161	215353	142315	66.08	31926947	224.34	5.23	G04
Y1	17	67	N0088	255757	135460	52.96	29050752	214.46	3.57	G06
Y1	17	68	N0101	631136	134418	21.3	1865722	13.88	1.44	G05
Y1	17	69	N0103	238612	132507	55.53	14203425	107.19	5.09	G04
Y1	17	70	N0318	205321	132287	64.43	5180359	39.16	1.52	G10
Y1	17	71	N0263	311546	128526	41.25	17487248	136.06	2.3	G10
Y1	17	72	N0319	171218	126466	73.86	436308	3.45	1.05	G06
Y1	17	73	N0050	373928	123502	33.03	384091	3.11	1.16	G07
Y1	17	74	N0320	135596	121355	89.5	2317881	19.1	1.33	G05
Y1	17	75	N0043	386645	120018	31.04	2936840	24.47	1.68	G03
Y1	17	76	N0297	182781	119616	65.44	11463997	95.84	3	G09
Y1	17	77	N0272	153651	117132	76.23	1072929	9.16	2.72	G07
Y1	17	78	N0030	613589	116877	19.05	626461	5.36	1.24	G08
Y1	17	79	N0275	164539	115375	70.12	423426	3.67	1.02	G04
Y1	17	80	N0311	121328	115089	94.86	3992437	34.69	1.54	G04
Y1	17	81	N0167	158147	114804	72.59	102034351	888.77	3.77	G10
Y1	17	82	N0303	129958	114735	88.29	799703	6.97	2.66	G05
Y1	17	83	N0235	186822	113877	60.95	1219623	10.71	1.36	G07
Y1	17	84	N0276	167238	112084	67.02	1783256	15.91	2.13	G03
Y1	17	85	N0310	152044	110539	72.7	1012537	9.16	1.11	G02
Y1	17	86	N0293	172521	110251	63.91	1101407	9.99	1.48	G03
Y1	17	87	N0321	270811	109047	40.27	1305293	11.97	1.07	G10
Y1	17	88	N0216	260267	108643	41.74	2070736	19.06	2.28	G05
Y1	17	89	N0163	161597	107976	66.82	34972347	323.89	4.73	G04
Y1	17	90	N0085	445467	107050	24.03	244074	2.28	2.23	G07
Y1	17	91	N0189	172738	106218	61.49	794511	7.48	1.89	G07
Y1	17	92	N0056	304211	102797	33.79	395768	3.85	1.2	G05
Y1	17	93	N0306	128143	102567	80.04	9092565	88.65	2.94	G10
